  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  13.59155  13.63559     0.050     31928     31188
  13.59070  13.63486     0.050     31913     31190
  13.58985  13.63415     0.050     31923     31212
  13.58900  13.63341     0.050     31912     31214
  13.58815  13.63265     0.050     31908     31219
  13.58730  13.63178     0.050     31907     31225
  13.58645  13.63083     0.050     31904     31243
  13.58560  13.62989     0.050     31895     31246
  13.58475  13.62896     0.050     31894     31251
  13.58390  13.62802     0.050     31905     31273
  13.58305  13.62715     0.050     31895     31276
  13.58220  13.62632     0.050     31889     31278
  13.58135  13.62553     0.050     31886     31296
  13.58050  13.62481     0.050     31881     31297
  13.57965  13.62409     0.050     31873     31303
  13.57880  13.62335     0.050     31876     31315
  13.57795  13.62257     0.050     31871     31322
  13.57710  13.62170     0.050     31865     31326
  13.57625  13.62074     0.050     31856     31334
  13.57540  13.61980     0.050     31856     31348
  13.57455  13.61886     0.050     31857     31359
  13.57370  13.61794     0.050     31856     31362
  13.57285  13.61707     0.050     31853     31370
  13.57200  13.61625     0.050     31847     31383
  13.57115  13.61546     0.050     31835     31387
  13.57030  13.61474     0.050     31834     31396
  13.56945  13.61403     0.050     31835     31419
  13.56860  13.61329     0.050     31834     31420
  13.56775  13.61251     0.050     31838     31433
  13.56690  13.61163     0.050     31846     31455
  13.56605  13.61068     0.050     31838     31459
  13.56520  13.60974     0.050     31836     31470
  13.56435  13.60880     0.050     31834     31494
  13.56350  13.60788     0.050     31827     31488
  13.56265  13.60702     0.050     31817     31485
  13.56180  13.60619     0.050     31828     31508
  13.56095  13.60541     0.050     31814     31507
  13.56010  13.60469     0.050     31814     31520
  13.55925  13.60398     0.050     31822     31532
  13.55840  13.60323     0.050     31818     31548
  13.55755  13.60245     0.050     31799     31536
  13.55670  13.60156     0.050     31806     31561
  13.55585  13.60060     0.050     31799     31568
  13.55500  13.59966     0.050     31800     31576
  13.55415  13.59873     0.050     31786     31572
  13.55330  13.59781     0.050     31794     31594
  13.55245  13.59695     0.050     31792     31603
  13.55160  13.59611     0.050     31780     31610
  13.55075  13.59533     0.050     31783     31615
  13.54990  13.59462     0.050     31781     31636
  13.54905  13.59389     0.050     31777     31639
  13.54820  13.59314     0.050     31775     31643
  13.54735  13.59235     0.050     31771     31654
  13.54650  13.59145     0.050     31780     31668
  13.54565  13.59049     0.050     31758     31667
  13.54480  13.58956     0.050     31770     31678
  13.54395  13.58862     0.050     31765     31695
  13.54310  13.58771     0.050     31755     31707
  13.54225  13.58686     0.050     31751     31701
  13.54140  13.58603     0.050     31761     31719
  13.54055  13.58526     0.050     31751     31723
  13.53970  13.58455     0.050     31727     31718
  13.53885  13.58383     0.050     31734     31744
  13.53800  13.58308     0.050     31735     31740
  13.53715  13.58228     0.050     31729     31752
  13.53630  13.58137     0.050     31723     31760
  13.53545  13.58042     0.050     31726     31775
  13.53460  13.57949     0.050     31714     31776
  13.53375  13.57854     0.050     31719     31790
  13.53290  13.57764     0.050     31712     31792
  13.53205  13.57679     0.050     31710     31802
  13.53120  13.57597     0.050     31705     31811
  13.53035  13.57520     0.050     31704     31822
  13.52950  13.57450     0.050     31697     31835
  13.52865  13.57377     0.050     31699     31847
  13.52780  13.57302     0.050     31696     31857
  13.52695  13.57221     0.050     31683     31854
  13.52610  13.57129     0.050     31686     31870
  13.52525  13.57034     0.050     31691     31879
  13.52440  13.56940     0.050     31687     31885
  13.52355  13.56846     0.050     31672     31888
  13.52270  13.56756     0.050     31685     31901
  13.52185  13.56671     0.050     31674     31915
  13.52100  13.56589     0.050     31676     31921
  13.52015  13.56513     0.050     31659     31919
  13.51930  13.56442     0.050     31666     31944
  13.51845  13.56369     0.050     31657     31944
  13.51760  13.56293     0.050     31649     31956
  13.51675  13.56211     0.050     31644     31957
  13.51590  13.56118     0.050     31645     31971
  13.51505  13.56023     0.050     31644     31973
  13.51420  13.55930     0.050     31634     31981
  13.51335  13.55836     0.050     31642     32002
  13.51250  13.55747     0.050     31632     32008
  13.51165  13.55662     0.050     31620     32008
  13.51080  13.55581     0.050     31634     32025
  13.50995  13.55506     0.050     31627     32027
  13.50910  13.55436     0.050     31621     32038
  13.50825  13.55362     0.050     31623     32045
  13.50740  13.55286     0.050     31616     32059
  13.50655  13.55204     0.050     31615     32071
  13.50570  13.55110     0.050     31605     32068
  13.50485  13.55015     0.050     31600     32091
  13.50400  13.54921     0.050     31601     32097
  13.50315  13.54828     0.050     31597     32091
  13.50230  13.54739     0.050     31591     32099
  13.50145  13.54655     0.050     31588     32111
  13.50060  13.54574     0.050     31585     32116
  13.49975  13.54500     0.050     31585     32133
  13.49890  13.54429     0.050     31577     32135
  13.49805  13.54355     0.050     31588     32159
  13.49720  13.54279     0.050     31573     32157
  13.49635  13.54195     0.050     31559     32168
  13.49550  13.54101     0.050     31572     32171
  13.49465  13.54006     0.050     31563     32184
  13.49380  13.53912     0.050     31557     32184
  13.49295  13.53818     0.050     31556     32203
  13.49210  13.53730     0.050     31558     32206
  13.49125  13.53646     0.050     31547     32224
  13.49040  13.53566     0.050     31544     32225
  13.48955  13.53492     0.050     31542     32236
  13.48870  13.53422     0.050     31543     32249
  13.48785  13.53348     0.050     31529     32238
  13.48700  13.53272     0.050     31531     32266
  13.48615  13.53187     0.050     31528     32273
  13.48530  13.53092     0.050     31524     32277
  13.48445  13.52998     0.050     31518     32288
  13.48360  13.52904     0.050     31517     32297
  13.48275  13.52811     0.050     31520     32304
  13.48190  13.52723     0.050     31506     32300
  13.48105  13.52640     0.050     31501     32312
  13.48020  13.52560     0.050     31510     32329
  13.47935  13.52487     0.050     31493     32330
  13.47850  13.52416     0.050     31485     32334
  13.47765  13.52342     0.050     31489     32350
  13.47680  13.52266     0.050     31490     32353
  13.47595  13.52180     0.050     31482     32365
  13.47510  13.52085     0.050     31480     32369
  13.47425  13.51990     0.050     31482     32401
  13.47340  13.51896     0.050     31465     32385
  13.47255  13.51804     0.050     31462     32397
  13.47170  13.51717     0.050     31465     32414
  13.47085  13.51633     0.050     31468     32423
  13.47000  13.51553     0.050     31453     32410
  13.46915  13.51481     0.050     31445     32425
  13.46830  13.51410     0.050     31449     32443
  13.46745  13.51335     0.050     31439     32446
  13.46660  13.51258     0.050     31445     32446
  13.46575  13.51171     0.050     31445     32471
  13.46490  13.51075     0.050     31431     32475
  13.46405  13.50981     0.050     31433     32477
  13.46320  13.50886     0.050     31432     32498
  13.46235  13.50793     0.050     31427     32506
  13.46150  13.50707     0.050     31416     32510
  13.46065  13.50623     0.050     31421     32517
  13.45980  13.50545     0.050     31422     32537
  13.45895  13.50473     0.050     31414     32541
  13.45810  13.50402     0.050     31406     32535
  13.45725  13.50328     0.050     31405     32552
  13.45640  13.50250     0.050     31405     32562
  13.45555  13.50162     0.050     31386     32579
  13.45470  13.50067     0.050     31398     32576
  13.45385  13.49973     0.050     31394     32595
  13.45300  13.49879     0.050     31376     32586
  13.45215  13.49787     0.050     31387     32603
  13.45130  13.49701     0.050     31385     32624
  13.45045  13.49618     0.050     31380     32625
  13.44960  13.49540     0.050     31372     32619
  13.44875  13.49469     0.050     31376     32642
  13.44790  13.49397     0.050     31366     32650
  13.44705  13.49323     0.050     31353     32644
  13.44620  13.49244     0.050     31350     32648
  13.44535  13.49155     0.050     31356     32672
  13.44450  13.49060     0.050     31346     32671
  13.44365  13.48966     0.050     31350     32685
  13.44280  13.48872     0.050     31347     32704
  13.44195  13.48780     0.050     31339     32702
  13.44110  13.48695     0.050     31329     32693
  13.44025  13.48612     0.050     31335     32727
  13.43940  13.48535     0.050     31332     32732
  13.43855  13.48464     0.050     31312     32731
  13.43770  13.48391     0.050     31324     32744
  13.43685  13.48316     0.050     31331     32757
  13.43600  13.48237     0.050     31315     32755
  13.43515  13.48146     0.050     31308     32769
  13.43430  13.48050     0.050     31322     32800
  13.43345  13.47957     0.050     31306     32792
  13.43260  13.47863     0.050     31300     32797
  13.43175  13.47772     0.050     31309     32816
  13.43090  13.47687     0.050     31302     32827
  13.43005  13.47604     0.050     31280     32807
  13.42920  13.47527     0.050     31281     32834
  13.42835  13.47456     0.050     31293     32845
  13.42750  13.47385     0.050     31282     32842
  13.42665  13.47310     0.050     31267     32838
  13.42580  13.47230     0.050     31276     32867
  13.42495  13.47139     0.050     31279     32888
  13.42410  13.47044     0.050     31263     32879
  13.42325  13.46951     0.050     31263     32894
  13.42240  13.46857     0.050     31269     32912
  13.42155  13.46766     0.050     31251     32903
  13.42070  13.46681     0.050     31245     32909
  13.41985  13.46598     0.050     31269     32946
  13.41900  13.46522     0.050     31255     32937
  13.41815  13.46452     0.050     31237     32933
  13.41730  13.46379     0.050     31253     32960
  13.41645  13.46304     0.050     31245     32969
  13.41560  13.46224     0.050     31221     32958
  13.41475  13.46132     0.050     31225     32972
  13.41390  13.46036     0.050     31240     32989
  13.41305  13.45943     0.050     31223     33001
  13.41220  13.45849     0.050     31212     32989
  13.41135  13.45759     0.050     31225     33022
  13.41050  13.45674     0.050     31210     33024
  13.40965  13.45591     0.050     31205     33017
  13.40880  13.45515     0.050     31199     33027
  13.40795  13.45444     0.050     31211     33053
  13.40710  13.45371     0.050     31192     33049
  13.40625  13.45296     0.050     31180     33047
  13.40540  13.45215     0.050     31196     33083
  13.40455  13.45122     0.050     31193     33078
  13.40370  13.45028     0.050     31184     33090
  13.40285  13.44935     0.050     31185     33091
  13.40200  13.44840     0.050     31190     33119
  13.40115  13.44751     0.050     31167     33104
  13.40030  13.44667     0.050     31165     33113
  13.39945  13.44586     0.050     31161     33130
  13.39860  13.44510     0.050     31158     33135
  13.39775  13.44440     0.050     31163     33147
  13.39690  13.44367     0.050     31154     33156
  13.39605  13.44292     0.050     31152     33168
